1,アイヌ文化振興法,アイヌぶんかしんこうほう,Luật Chấn hưng văn hóa Ainu
1,アイヌ民族,アイヌみんぞく,dân tộc Ainu
1,アインシュタイン・ラッセル宣言,アインシュタイン・ラッセルせんげん,Bản tuyên ngôn Russell-Einstein
1,アクセス権,アクセスけん,"quyền truy cập, quyền tiếp cận"
1,アジア・アフリカ会議,アジア・アフリカかいぎ,Hội nghị Á-Phi
1,アジア・太平洋戦争,アジアたいへいようせんそう,Chiến tranh châu Á- Thái Bình Dương
1,アジアの独立,アジアどくりつ,Độc lập của châu Á
1,アジア太平洋経済協力会議  (APEC),アジアたいへいようけいざいきょうりょくかいぎ,Diễn đàn Hợp tác Kinh tế châu Á - Thái Bình Dương (APEC)
1,アジア通貨危機,アジアつうかきき,khủng hoảng tài chính (tiền tệ) Châu Á
1,アジェンダ21,,Chương trình Nghị sự 21
1,アダム・スミス,,Adam Smith
1,アダムズ方式,アダムズほうしき,phương pháp Adams
1,アチェ独立運動,アチェどくりつうんどう,phòng trào độc lập Ache
1,アテネ,,A-ten
1,アトリー,,Attlee
1,アニメ,,phim hoạt hình
1,アネクメーネ,,không gian con người không (thể) cư trú
1,アパルトヘイト,,A-pác-thai
1,アファーマティブ・アクション政策,アファーマティブ・アクションせいさく,"Chính sách xóa bỏ phân biệt nghề nghiệp, giáo dục vối người dân tộc thiểu số"
1,アフガニスタン侵攻,アフガニスタンしんこう,"xâm chiếm Afghanistan, chiến tranh Afghanistan"
1,アフリカの分割,アフリカのぶんかつ,sự tranh giành châu Phi
1,アフリカの年,アフリカのとし,năm châu Phi
1,アフリカ統一機構 (OAU),アフリカとういつきこう,Tổ chức châu Phi thống nhất (OAU)
1,アフリカ連合 (AU),アフリカれんごう,Liên minh châu Phi (AU)
1,アフロ・アジア語族,アフロ・アジアごぞく,hệ ngôn ngữ Phi - Á
1,アベノミクス,,chính sách kinh tế của Abe
1,アヘン戦争,アヘンせんそう,chiến tranh Nha phiến
1,アボリジニ,,thổ dân (Úc)
1,アムネスティーインターナショナル,,(Tổ chức) Ân xá Quốc tế
1,アメリカ,,Mỹ
1,アメリカ・イギリス戦争,アメリカ・イギリスせんそう,chiến tranh Mỹ-Anh
1,アメリカ・スペイン戦争,アメリカ・スペインせんそう,chiến tranh Mỹ-Tây Ban Nha
1,アメリカの領土拡大,アメリカのりょうどかくだい,mở rộng lãnh thổ Mỹ
1,アメリカ合衆国,アメリカがっしゅうこく,Hợp chủng quốc Hoa Kỳ (Mỹ)
1,アメリカ合衆国憲法,アメリカがっしゅうこく けんぽう,Hiến pháp Hợp chúng quốc Mỹ
1,アメリカ独立宣言,アメリカどくりつせんげん,Tuyên ngôn Độc lập Mỹ
1,アメリカ独立戦争,アメリカどくりつせんそう,chiến tranh giành độc lập Mỹ
1,アメリカ独立革命,アメリカどくりつかくめい,Cách mạng (độc lập) Mỹ
1,アラブの春,アラブのはる,mùa xuân Ả-Rập
1,アラブ石油輸出国機構  (OAPEC),アラブせきゆゆしゅつこくきこう,Tổ chức các nước Ả Rập xuất khẩu dầu lửa (OAPEC)
1,アルゼンチン,,Ác-hen-ti-na
1,アルバイト,,công việc bán thời gian
1,アルプス・ヒマラヤ造山帯,アルプス・ヒマラヤぞうざんたい,"vành đai kiến tạo sơn Anpơ (vành đai Anpơ, hệ Anpơ- Himalaya)"
1,アルプス山脈,アルプスさんみゃく,dãy núi Anpơ
1,アレクサンドル１世,アレクサンドルいっせい,Alexander I (đệ nhất)
1,アロー戦争,アローせんそう,chiến tranh Nha phiến lần thứ hai
1,アンシャン・レジーム,,chế độ cũ
1,アンデス山脈,アンデスさんみゃく,dãy núi Andes
1,イギリス,,Anh
1,イギリスのインド進出,イギリスのインドしんしゅつ,sự phát triển ra Ấn Độ của Anh
1,イグルー,,nhà (lều) tuyết
1,イスラエル,,Israel
1,イスラム教,イスラムきょう,"đạo Hồi, Hồi giáo"
1,イタリア,,Ý
1,イタリア王国,イタリアおうこく,Vương quốc Ý
1,イタリア統一戦争,イタリアとういつ せんそう,chiến tranh thống nhất nước Ý
1,イニシアティブ,,khởi xướng
1,イヌイット,,người Inuit
1,イメージ,,"hình ảnh, ấn tượng"
1,イラク戦争,イラクせんそう,chiến tranh Irắc
1,イラン・イラク戦争,イラン・イラクせんそう,cuộc chiến Iran-Irắc
1,イラン革命,イランかくめい,Cách mạng Iran
1,インターネット,,mạng in-tơ-nét
1,インディアン,,người da đỏ Nam Mỹ
1,インディオ,,thổ dân (người da đỏ) Nam Mỹ
1,インテルサット,,Tổ chức vệ tinh viễn thông quốc tế
1,インド,,Ấn Độ
1,インド・ヨーロッパ語族,インド・ヨーロッパごぞく,hệ ngôn ngữ Ấn - Âu
1,インドシナ戦争,インドシナせんそう,cuộc chiến tranh Đông Dương
1,インドシナ連邦,インドシナれんぽう,Liên bang Đông Dương
1,インドネシア,,Indonesia
1,インド帝国,インドていこく,Đế quốc Ấn Độ
1,インド連邦,インドれんぽう,liên bang Ấn độ
1,インナーシティ問題,インナーシティもんだい,vấn đề nội thành
1,インフレ,,lạm phát
1,インフレーション,,lạm phát
1,ウィーン会議,ウィーンかいぎ,Hội nghị Viên
1,ウィーン体制,ウィーンたいせい,Thể chế Viên
1,ウィーン条約,ウィーンじょうやく,Hiệp định Viên
1,ウィーン議定書,ウィーンぎていしょ,Công ước Viên
1,ヴィクトリア女王,ヴィクトリアじょうおう,Nữ hoàng Victoria
1,ウィリアム３世,ウィリアムさんせい,William III (đệ tam)
1,ウイルス,,virus
1,ウィルソン,,Wilson
1,ヴィルヘルム１世,ヴィルヘルムいっせい,Wilhelm I (đệ nhất)
1,ウェストファリア条約,ウェストファリアじょうやく,Hiệp ước Westphalia
1,ヴェトナム,,Việt Nam
1,ヴェトナム共和国,ヴェトナムきょうわこく,nước Việt Nam Cộng hòa
1,ヴェトナム戦争,ヴェトナムせんそう,chiến tranh Việt Nam
1,ヴェトナム民主共和国,ヴェトナムみんしゅきょうわこく,nước Việt Nam Dân chủ Cộng hòa
1,ヴェトナム社会主義共和国,ヴェトナムしゃかいしゅぎきょうわこく,nước Cộng hòa Xã hội Chủ nghĩa Việt Nam
1,ヴェルサイユ体制,ヴェルサイユたいせい,Hệ thống Véc-xai
1,ヴェルサイユ条約,ヴェルサイユじょうやく,Hiệp ước Véc-xai
1,ウォルポール,,Walpole
1,ウラル・アルタイ語族,ウラル・アルタイごぞく,hệ ngôn ngữ Ural- Altaic
1,ウルグアイ・ラウンド,,Vòng đàm phán Uruguay
1,エイズ,,bệnh AIDS
1,エクメーネ,,"đất cư ngụ, không gian con người cư trú"
1,エジプト,,Ai Cập
1,エスニシティ,,thuộc dân tộc
1,エスニック・グループ,,nhóm dân tộc
1,エスノセントリズム,,chủ nghĩa vị chủng
1,エチオピア,,Ê-ti-ô-pia
1,エマヌエーレ２世,エマヌエーレにせい,Emmanuel đệ nhị
1,エリザベス救貧法,エリザベスきゅうひんほう,Luật Tế bần Elizabeth
1,エルサレム,,Jerusalem
1,エルニーニョ現象,エルニーニョげんしょう,hiện tượng El-Nino
1,オーストラリア,,Úc
1,オーストリア・ハンガリー帝国,オーストリア・ハンガリーていこく,đế quốc Áo-Hung
1,オープン・マーケット・オペレーション,,nghiệp vụ thị trường mở
1,オイル・ショック,,khủng hoảng dầu hoả
1,オスマン帝国(トルコ),オスマンていこく,Đế quốc Osman (Thổ Nhĩ Kỳ)
1,オゾン層,オゾンそう,tầng ozon
1,オゾン層の破壊,オゾンそうのはかい,phá hoại tầng ô-zôn
1,オバマ,,Obama
1,オランダ,,Hà Lan
1,オランダ領東インド,オランダりょうひがしインド,Đông Ấn Hà Lan
1,オリーブ,,ô liu
1,オンブズマン制度,オンブズマンせいど,chế độ Ombudsman
1,カースト制,カーストせい,chế độ đẳng cấp
1,ガーナ,,Ga-na
1,カイロ会談,カイロかいだん,Hội đàm Cai-rô
1,カヴール,,Cavour
1,カシミール戦争,カシミールせんそう,chiến tranh Kashmir
1,カストロ,,Phidel Castro
1,カトリック,,Công giáo
1,カナダ,,Ca-na-đa
1,ガリバルディ,,Garibaldi
1,カルチャー・ショック,,sốc văn hóa
1,カルデラ,,hố miệng núi lửa
1,カルテル,,các-ten (thỏa thuận kiểm soát giá)
1,カルボナリ,,Carbonari
1,ガンディー,,Găng-đi
1,キチンの波,キチンのなみ,chu kỳ Kitchin
1,キプロス問題,キプロスもんだい,vấn đề Síp
1,キューバ,,Cu-ba
1,キューバ危機,キューバきき,khủng hoảng Cu ba
1,キューバ革命,キューバかくめい,Cách mạng Cu-ba
1,ギリシア,,Hy Lạp
1,ギリシア危機,ギリシアきき,khủng hoảng Hy Lạp
1,キリスト教,キリストきょう,Thiên chúa giáo
1,キングストン合意,キングストンごうい,Thỏa thuận Kingston
1,キング牧師,キングぼくし,mục sư Martin Luther King
1,クーリングオフ,,"(thời gian) suy nghĩ lại, xem xét (quyền khách hàng)"
1,クオリティー・オブ・ライフ,,chất lượng cuộc sống
1,クズネッツの波,クズネッツのなみ,chu kỳ Kuznet
1,クラウディング・アウト,,(hiệu ứng) lấn át
1,クリーンエネルギー,,năng lượng sạch
1,グリーンピース,,Tổ chức Hòa Bình Xanh
1,クリオーリョ,,người Criollo
1,クリミア戦争,クリミアせんそう,chiến tranh Crimea
1,クルド人問題,クルドじんもんだい,vấn đề người Kurd
1,グローバル化,グローバルか,toàn cầu hóa
1,クローン,,dòng vô tính
1,クローン技術,クローンぎじゅつ,công nghệ nhân bản
1,グロティウス,,Grotius
1,クロムウェル,,Cromwell
1,ケープ植民地,ケープしょくみんち,thuộc địa Cape
1,ケインズ,,Keynes
1,ケインズ理論,ケインズりろん,lý thuyết Keynes
1,ケッペンの気候区分,ケッペンのきこうくぶん,phân loại khí hậu Koppen
1,ゲティスバーグの戦い,ゲティスバーグのたたかい,trận Gettysburg
1,ゲティスバーグの演説,ゲティスバーグのえんぜつ,Diễn văn Gettysburg
1,ケニア,,Kê-ny-a
1,ケネー,,Quesnay
1,ケネディ,,Kennedy
1,ケネディー・ラウンド,,Vòng (đàm phán) Kennedy
1,ゲノム,,"hệ gen, bộ gen"
1,ケベック分離・独立運動,ケベックぶんり・どくりつうんどう,Phong trào Phân ly - Độc lập Quebec
1,ケベック州,ケベックしゅう,bang Quebec
1,ケマル・パシャ,,Mustafa Kemal
1,ゲリマンダー,,gian lận (trong bầu cử)
1,ゲル(パオ),,"nhà (lều) ger, nhà yurt (của người Mông Cổ)"
1,ゲルニカ,,Guernica
1,コートジボアール,,Bờ Biển Ngà
1,コーポレート・カバナンス,,quản trị công ty
1,コスタリカ,,Costa Rica
1,コスト・プッシュ・インフレ,,lạm phát do chi phí đẩy
1,コソボ紛争,コソボふんそう,xung đột Kosovo
1,コマーシャリズム,,chủ nghĩa thương mại
1,コミンテルン,,Quốc tế Cộng sản
1,コミンフォルム,,Conminform
1,ゴルバチョフ,,Goóc-ba-chốp
1,コングロマリット,,tập đoàn
1,コンセンサス方式,コンセンサスほうしき,nguyên tắc đồng thuận
1,コンツェルン,,công ty liên hiệp
1,コンテナ貨物船,コンテナかもつせん,tàu công-ten-nơ
1,コンドラチェフの波,コンドラチェフのなみ,chu kỳ Kondratieff
1,コンプライアンス,,tuân thủ
1,サービス収支,サービスしゅうし,cán cân dịch vụ
1,サイクロン,,"lốc, gió xoáy"
1,サウジアラビア,,Ả-rập Xê-út
1,サダト,,Sadat
1,サッチャリズム,,Chủ nghĩa Thát-chơ
1,サバナ,,"savan, trảng cỏ"
1,サバナ気候,サバナきこう,khí hậu savan
1,サブプライムローン問題,サブプライムローンもんだい,vấn đề tín dụng thứ cấp
1,サマータイム,,"quy ước giờ mùa hè, giờ tiết kiệm ánh sáng ngày"
1,サミット,,Hội nghị thượng đỉnh
1,サライェヴォ事件,サライェヴォじけん,"sự kiện Sarajevo, vụ ám sát Thái tử Áo"
1,サラダボウル,,(khái niệm) đĩa rau trộn
1,サリー,,sari
1,サルディニア王国,サルディニアおうこく,Vương quốc Sardegna
1,サンフランシスコ会議,サンフランシスコかいぎ,Hội nghị San Francisco
1,サンフランシスコ平和条約,サンフランシスコへいわじょうやく,Hiệp ước Hòa bình San Francisco
1,サンフランシスコ講和会議,サンフランシスコこうわかいぎ,Hội nghị Hòa bình San Francisco
1,サンベルト,,vùng vành đai Mặt trời
1,シーア派(少数派),シーアは（しょうすうは）,Hồi giáo Shia (phái thiểu số)
1,シェールオイル,,dầu đá phiến
1,シェールガス,,khí đá phiến
1,ジェファソン,,Jefferson
1,シオニズム,,chủ nghĩa phục quốc Do Thái
1,シナ・チベット語族,ごぞく,hệ ngôn ngữ Hán - Tạng
1,シパーヒーの反乱,シパーヒーのはんらん,khởi nghĩa Sipahi (cuộc phản loạn Ấn Độ)
1,シビリアン・コントロール（文民統制）,ぶんみんとうせい,kiểm soát dân sự
1,シベリア出兵,シベリアしゅっぺい,xuất binh Xi-bê-ri-a
1,シベリア気団,シベリアきだん,khối khí Xi-bê-ri-a
1,シャーマン法,シャーマンほう,Đạo luật Sherman (Đạo luật chống độc quyền)
1,ジャガイモ,,khoai tây
1,シャドー・キャビネット,,nội các bóng tối
1,ジャングル,,rừng rậm nhiệt đới
1,ジュグラーの波,ジュグラーのなみ,chu kỳ Juglar
1,ジュネーブ４巨頭会談,ジュネーブよんきょとうかいだん,Hội nghị 4 bên tại Giơ-ne-vơ
1,ジュネーブ休戦協定,ジュネーブきゅうせんきょうてい,Hiệp định Giơ-ne-vơ
1,シュンペーター,,Schumpeter
1,ジョン・ヘイ,,John Hay
1,シリコンバレー,,thung lũng Silicon
1,シンガポール,,Singapore
1,スーダン内戦,スーダンないせん,nội chiến Sudan
1,スイス,,Thụy Sỹ
1,スエズ運河,スエズうんが,kênh đào Xuy-ê
1,スエズ運河の国有化,スエズうんがのこくゆうか,quốc hữu hóa kênh đào Xuy-ê
1,スカルノ,,Sukarno
1,スコール,,"cơn gió giật, cơn gió mạnh bất ngờ kèm mưa"
1,スターリン,,Stalin
1,スタグフレーション,,suy thoái lạm phát
1,ステップ,,thảo nguyên
1,ステップ気候,ステップきこう,khí hậu thảo nguyên
1,ストウ夫人,ストウふじん,Harriet Beecher Stowe
1,ストック,,trữ lượng
1,ストックホルム・アピール,,Kêu gọi Stốc-khôm
1,ストリートチルドレン,,trẻ em đường phố
1,ストレス,ストレス,căng thẳng
1,スプロール現象,スプロールげんしょう,hiện tượng bành trướng đô thị
1,スペイン,,Tây Ban Nha
1,スペイン内戦,スペインないせん,nội chiến Tây Ban Nha
1,スマートフォン,,điện thoại thông minh
1,スマトラ島沖地震,スマトラとうおきじしん,động đất Sumatra
1,スミソニアン協定,スミソニアンきょうてい,Hiệp định Smithsonian
1,スラム街,スラムがい,khu ổ chuột
1,スルタン制,スルタンせい,chế độ Sultan
1,スンナ派(多数派),スンナは（たすうは）,Hồi giáo Sunni (phái đa số)
1,セクショナリズム,,"chủ nghĩa địa phương, cục bộ"
1,セルバ,,rừng mưa nhiệt đới
1,センセーショナリズム,,chủ nghĩa giật gân
1,ソヴィエト政権,ソヴィエトせいけん,chính quyền Xô Viết
1,ソヴィエト社会主義共和国連邦,ソヴィエトしゃかいしゅぎきょうわこくれんぽう,Liên bang các nước Cộng hòa Xã hội Chủ nghĩa Xô Viết (Liên Xô)
1,ソマリア内戦,ソマリアないせん,nội chiến Somalia
1,ソ連解体,ソれんかいたい,giải thể Liên bang Xô Viết
1,タイ,,Thái Lan
1,ダイオキシン,,Dioxin
1,タイガ,,"rừng Tai-ga, rừng cây lá kim"
1,タウン・ミーティング,,họp mặt toàn dân để lấy ý kiến về các vấn đề của địa phương
1,タミル人問題,じんもんだい,vấn đề người Tamil
1,たんぱく質,たんぱくしつ,protein
1,チェチェン共和国,チェチェンきょうわこく,nước Cộng hòa Chechnya
1,チェチェン紛争,チェチェンふんそう,chiến tranh Chechnya
1,チェルノブイリ原発事故,チェルノブイリげんぱつじこ,sự cố điện hạt nhân Chernobyl
1,チベット独立運動,チベットどくりつうんどう,phong trào độc lập Tây Tạng
1,チマ・チョゴリ,,chima jeogori
1,チャーチスト運動,チャーチストうんどう,Phong trào Chartist
1,チャーチル,,Churchill
1,チャドル,,chador
1,チリ,,Chi-lê
1,ツァーリズム,,chế độ Sa hoàng
1,ツバル,,"Tuvalu, quần đảo Ellice"
1,ツンドラ気候,ツンドラきこう,"khí hậu đài nguyên, khí hậu Tundra"
1,テーマ,,chủ đề
1,ディスクロージャー,,"tiết lộ, công khai"
1,ティトー,,Tito
1,ディマンド・プル・インフレ,,lạm phát do cầu kéo
1,デカブリストの乱,デカブリストのらん,khởi nghĩa tháng Chạp
1,テクノストレス,,căng thẳng do công nghệ
1,デジタル・デバイド,,"khoảng cách số, phân chia kỹ thuật số"
1,テネシー川流域開発公社 (TVA),テネシーがわりゅういきかいはつこうしゃ,công ty phát triển lưu vực sông Tennessee (TVA)
1,デフレ,デフレ,giảm phát
1,デフレ・スパイラル,,xoắn ốc giảm phát
1,デフレーション,,giảm phát
1,テヘラン会談,テヘランかいだん,Hội nghị Tehran
1,ド・ゴール,,De Gaulle
1,ドーナツ化現象,ドーナツかげんしょう,"hiện tượng ""bánh Donut hóa"""
1,ドーハ・ラウンド,,Vòng (đàm phán) Đoha
1,ドイ・モイ,,đổi mới
1,ドイツ,,Đức
1,ドイツ共和国,ドイツきょうわこく,nước Cộng hòa Đức
1,ドイツ帝国,ドイツていこく,đế quốc Đức
